,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,playlist,genre,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,danceability_original,energy_original,loudness_original,speechiness_original,acousticness_original,instrumentalness_original,liveness_original,valence_original,tempo_original,duration_ms_original,time_signature_original
1612,0.875067898,0.7220605379999999,0.943205465,1,0.253501401,0.002306773,7.759999999999999e-05,0.252969369,0.479726172,0.642487805,audio_features,6JvHYmanlC8FdbeiCztcrR,spotify:track:6JvHYmanlC8FdbeiCztcrR,https://api.spotify.com/v1/tracks/6JvHYmanlC8FdbeiCztcrR,https://api.spotify.com/v1/audio-analysis/6JvHYmanlC8FdbeiCztcrR,0.07950154799999999,0.75,Campaign (feat. Future): Ty Dolla $ign Future ,This Is Future,Rap,0,0,0,0,0,0,0,0,1,0,0,0,0.865,0.718,-3.8819999999999997,0.204,0.0023,7.62e-05,0.264,0.47600000000000003,153.548,237655,4
1614,0.7925040740000001,0.805643782,0.9291224379999999,0,0.035014006,0.005218427,0.278004073,0.11231506599999999,0.274354924,0.6453533539999999,audio_features,4Fi7fihVNkHPfBZ7KeSXVH,spotify:track:4Fi7fihVNkHPfBZ7KeSXVH,https://api.spotify.com/v1/tracks/4Fi7fihVNkHPfBZ7KeSXVH,https://api.spotify.com/v1/audio-analysis/4Fi7fihVNkHPfBZ7KeSXVH,0.042361052,0.75,Photo Copied: Future ,This Is Future,Rap,0,0,0,0,0,0,0,0,0,0,1,0,0.789,0.8009999999999999,-4.552,0.048,0.0052,0.273,0.129,0.281,153.998,172040,4
1616,0.7077675179999999,0.6666740520000001,0.9027850759999999,1,0.166666667,0.030118086000000002,0.0,0.106063763,0.20379146899999998,0.43593907200000004,audio_features,36evXa8bNvfBYNzePEWhG1,spotify:track:36evXa8bNvfBYNzePEWhG1,https://api.spotify.com/v1/tracks/36evXa8bNvfBYNzePEWhG1,https://api.spotify.com/v1/audio-analysis/36evXa8bNvfBYNzePEWhG1,0.087165685,0.75,New Level REMIX: A$AP Ferg Future A$AP Rocky Lil Uzi Vert ,This Is Future,Rap,0,0,0,0,0,0,0,0,0,0,0,1,0.711,0.6629999999999999,-5.805,0.142,0.03,0.0,0.12300000000000001,0.214,121.11200000000001,251195,4
1618,0.576317219,0.5639572939999999,0.864781923,1,0.049019608,0.009144139,0.0,0.080120859,0.13638757199999998,0.523968721,audio_features,4sX8e5VkqBWA7IIooImSsS,spotify:track:4sX8e5VkqBWA7IIooImSsS,https://api.spotify.com/v1/tracks/4sX8e5VkqBWA7IIooImSsS,https://api.spotify.com/v1/audio-analysis/4sX8e5VkqBWA7IIooImSsS,0.093455484,0.75,Neva End: Future ,This Is Future,Rap,0,0,1,0,0,0,0,0,0,0,0,0,0.59,0.561,-7.6129999999999995,0.057999999999999996,0.00911,0.0,0.0981,0.15,134.936,262307,4
1620,0.8174904940000001,0.671709187,0.925170783,1,0.281512605,0.085238705,0.0,0.10397999599999999,0.281727225,0.493874094,audio_features,4kOoks5F3lma0oEuwMg13x,spotify:track:4kOoks5F3lma0oEuwMg13x,https://api.spotify.com/v1/tracks/4kOoks5F3lma0oEuwMg13x,https://api.spotify.com/v1/audio-analysis/4kOoks5F3lma0oEuwMg13x,0.072594203,0.75,One of One: Zoey Dollaz Future ,This Is Future,Rap,1,0,0,0,0,0,0,0,0,0,0,0,0.812,0.6679999999999999,-4.74,0.22399999999999998,0.0849,0.0,0.121,0.28800000000000003,130.21,225452,4
1622,0.644758284,0.576041618,0.8830478190000001,0,0.087114846,0.03895345,0.0,0.049489477000000004,0.34491837799999997,0.563729798,audio_features,7eiqpFevZkE7iHDfNm6VA0,spotify:track:7eiqpFevZkE7iHDfNm6VA0,https://api.spotify.com/v1/tracks/7eiqpFevZkE7iHDfNm6VA0,https://api.spotify.com/v1/audio-analysis/7eiqpFevZkE7iHDfNm6VA0,0.070378735,1.0,Vroom: Yxng Bane ,Who We Be,Rap,0,0,0,0,0,0,0,0,0,0,0,1,0.653,0.573,-6.744,0.0852,0.0388,0.0,0.0687,0.348,141.18,221538,5
1624,0.588267246,0.47131080700000005,0.816395166,0,0.460784314,0.278110667,0.0,0.074077933,0.59031069,0.275761281,audio_features,4wYPHXdABW4kZw7GAjT6AC,spotify:track:4wYPHXdABW4kZw7GAjT6AC,https://api.spotify.com/v1/tracks/4wYPHXdABW4kZw7GAjT6AC,https://api.spotify.com/v1/audio-analysis/4wYPHXdABW4kZw7GAjT6AC,0.06384780400000001,0.75,Jumanji - Remix: B Young 23 Unofficial Chip ,Who We Be,Rap,0,0,0,0,0,0,0,0,0,0,1,0,0.601,0.469,-9.915,0.35200000000000004,0.27699999999999997,0.0,0.0923,0.581,95.958,210000,4
1626,0.726235741,0.6827864840000001,0.946274304,0,0.31372549,0.09809014199999999,1.35e-06,0.173786205,0.6535018429999999,0.75868898,audio_features,28qdL1yHti3BSu6AdLzWbg,spotify:track:28qdL1yHti3BSu6AdLzWbg,https://api.spotify.com/v1/tracks/28qdL1yHti3BSu6AdLzWbg,https://api.spotify.com/v1/audio-analysis/28qdL1yHti3BSu6AdLzWbg,0.061078187,0.75,Bouff Daddy: J Hus ,Who We Be,Rap,0,0,0,0,0,1,0,0,0,0,0,0,0.728,0.679,-3.736,0.247,0.0977,1.33e-06,0.188,0.6409999999999999,171.796,205107,4
1628,0.8718087999999999,0.586111889,0.89322123,0,0.059383754000000004,0.8142565690000001,1.89e-05,0.176911857,0.875724065,0.32072492,audio_features,7cwLbWHs42c8JmrW9BJZos,spotify:track:7cwLbWHs42c8JmrW9BJZos,https://api.spotify.com/v1/tracks/7cwLbWHs42c8JmrW9BJZos,https://api.spotify.com/v1/audio-analysis/7cwLbWHs42c8JmrW9BJZos,0.041673318,0.75,German: EO ,Who We Be,Rap,0,0,0,0,0,0,0,0,1,0,0,0,0.862,0.583,-6.26,0.0654,0.8109999999999999,1.86e-05,0.191,0.852,103.01899999999999,170825,4
1630,0.543726236,0.696884863,0.8862637940000001,1,0.403361345,0.013953388,0.0,0.063346531,0.848341232,0.495478801,audio_features,7BzBPBF2SDWFCBS5SdIN2e,spotify:track:7BzBPBF2SDWFCBS5SdIN2e,https://api.spotify.com/v1/tracks/7BzBPBF2SDWFCBS5SdIN2e,https://api.spotify.com/v1/audio-analysis/7BzBPBF2SDWFCBS5SdIN2e,0.065591197,1.0,What I Wanna: MoStack ,Who We Be,Rap,0,0,0,0,0,0,0,1,0,0,0,0,0.56,0.693,-6.591,0.311,0.0139,0.0,0.08199999999999999,0.826,130.46200000000002,213080,5
1632,0.808799565,0.7009129709999999,0.931897005,1,0.033333333,0.180720868,0.0,0.078037091,0.787256451,0.365179129,audio_features,2aeKv96tpmi1T3ctpAZBqB,spotify:track:2aeKv96tpmi1T3ctpAZBqB,https://api.spotify.com/v1/tracks/2aeKv96tpmi1T3ctpAZBqB,https://api.spotify.com/v1/audio-analysis/2aeKv96tpmi1T3ctpAZBqB,0.066255158,0.75,Bad Vibe: M.O Lotto Boyzz Mr Eazi ,Who We Be,Rap,0,0,0,0,0,0,0,0,0,0,1,0,0.804,0.6970000000000001,-4.42,0.0468,0.18,0.0,0.0961,0.768,110.0,214253,4
1634,0.8718087999999999,0.817728107,0.8963110879999999,0,0.31232493,0.17871283100000002,0.0,0.058449677,0.183780937,0.320693081,audio_features,6fu5nZTIlBtyM3SRoJ3rZ1,spotify:track:6fu5nZTIlBtyM3SRoJ3rZ1,https://api.spotify.com/v1/tracks/6fu5nZTIlBtyM3SRoJ3rZ1,https://api.spotify.com/v1/audio-analysis/6fu5nZTIlBtyM3SRoJ3rZ1,0.046866704,0.75,Mimi: AJ Tracey ,Who We Be,Rap,0,0,0,0,1,0,0,0,0,0,0,0,0.862,0.813,-6.1129999999999995,0.24600000000000002,0.17800000000000002,0.0,0.0773,0.195,103.014,180000,4
1636,0.7946768059999999,0.475338915,0.817551235,0,0.317927171,0.280118704,0.0,0.07782871400000001,0.613480779,0.275697602,audio_features,1ElwfSSy6PJ34c2zknFLRd,spotify:track:1ElwfSSy6PJ34c2zknFLRd,https://api.spotify.com/v1/tracks/1ElwfSSy6PJ34c2zknFLRd,https://api.spotify.com/v1/audio-analysis/1ElwfSSy6PJ34c2zknFLRd,0.042991617,0.75,Jumanji: B Young ,Who We Be,Rap,0,0,0,0,0,0,0,0,0,0,1,0,0.7909999999999999,0.473,-9.86,0.25,0.27899999999999997,0.0,0.0959,0.603,95.948,173154,4
1638,0.739272135,0.6163227,0.922228061,1,0.170868347,0.259034314,0.003788187,0.106063763,0.476566614,0.142449598,audio_features,3ee8Jmje8o58CHK66QrVC2,spotify:track:3ee8Jmje8o58CHK66QrVC2,https://api.spotify.com/v1/tracks/3ee8Jmje8o58CHK66QrVC2,https://api.spotify.com/v1/audio-analysis/3ee8Jmje8o58CHK66QrVC2,0.039285209,0.75,SAD!: XXXTENTACION ,Who We Be,Rap,0,0,0,0,0,0,0,0,1,0,0,0,0.74,0.613,-4.88,0.145,0.258,0.00372,0.12300000000000001,0.473,75.023,166606,4
1640,0.553503531,0.8257843229999999,0.923068839,0,0.284313725,0.447789801,0.0,0.08835174,0.8493944179999999,0.323469479,audio_features,5vySkXA0v40CDwofIvhc1Y,spotify:track:5vySkXA0v40CDwofIvhc1Y,https://api.spotify.com/v1/tracks/5vySkXA0v40CDwofIvhc1Y,https://api.spotify.com/v1/audio-analysis/5vySkXA0v40CDwofIvhc1Y,0.060922527000000004,0.75,"Bad (feat. Yungen, MoStack, Mr Eazi & Not3s): Steel Banglez Yungen MoStack Mr Eazi Not3s ",Who We Be,Rap,0,0,0,0,0,0,0,0,0,0,0,1,0.569,0.821,-4.84,0.226,0.446,0.0,0.106,0.8270000000000001,103.45,204832,4
1642,0.816404128,0.31622864300000003,0.7957961109999999,0,0.082072829,0.335339724,0.045723014000000006,0.079078975,0.535545024,0.155058011,audio_features,7LrSwvogSwznIHWjfvfClN,spotify:track:7LrSwvogSwznIHWjfvfClN,https://api.spotify.com/v1/tracks/7LrSwvogSwznIHWjfvfClN,https://api.spotify.com/v1/audio-analysis/7LrSwvogSwznIHWjfvfClN,0.031660129,0.5,M3 Not You: Not3s ,Who We Be,Rap,0,0,0,0,1,0,0,0,0,0,0,0,0.8109999999999999,0.315,-10.895,0.0816,0.33399999999999996,0.0449,0.0971,0.529,77.003,153135,3
1644,0.744703965,0.372622157,0.734440357,0,0.6190476189999999,0.18674497899999998,0.0,0.117524484,0.784096893,0.09408550800000001,audio_features,45OBtw8UgXBix4bnXYPN2d,spotify:track:45OBtw8UgXBix4bnXYPN2d,https://api.spotify.com/v1/tracks/45OBtw8UgXBix4bnXYPN2d,https://api.spotify.com/v1/audio-analysis/45OBtw8UgXBix4bnXYPN2d,0.055939706,1.0,Ain't Bothered: 23 Unofficial ,Who We Be,Rap,0,0,0,0,0,0,0,0,1,0,0,0,0.745,0.371,-13.814,0.465,0.18600000000000003,0.0,0.134,0.765,67.428,196029,5
1646,0.829440521,0.584097835,0.8753336840000001,0,0.330532213,0.18674497899999998,8.59e-06,0.128985205,0.6893101629999999,0.34000687700000004,audio_features,0A9y4c4dkI68IEnsRGtWil,spotify:track:0A9y4c4dkI68IEnsRGtWil,https://api.spotify.com/v1/tracks/0A9y4c4dkI68IEnsRGtWil,https://api.spotify.com/v1/audio-analysis/0A9y4c4dkI68IEnsRGtWil,0.053720842000000005,0.75,My Lover - Radio Edit: Not3s Mabel ,Who We Be,Rap,0,0,0,0,0,0,1,0,0,0,0,0,0.823,0.581,-7.111000000000001,0.259,0.18600000000000003,8.44e-06,0.145,0.675,106.04700000000001,192109,4
1648,0.6675719720000001,0.691849727,0.919096164,0,0.31232493,0.30421514899999996,0.0,0.123775787,0.616640337,0.298577414,audio_features,2HrHTYyYA4sBRSswKrFyTS,spotify:track:2HrHTYyYA4sBRSswKrFyTS,https://api.spotify.com/v1/tracks/2HrHTYyYA4sBRSswKrFyTS,https://api.spotify.com/v1/audio-analysis/2HrHTYyYA4sBRSswKrFyTS,0.08810813599999999,0.75,Yo Darlin (feat. Geko): NSG Geko ,Who We Be,Rap,0,0,0,0,0,0,0,0,0,0,0,1,0.674,0.688,-5.029,0.24600000000000002,0.303,0.0,0.14,0.606,99.541,252860,4
1650,0.8555133079999999,0.436064861,0.7627745659999999,0,0.352941176,0.763051624,9.05e-06,0.140445926,0.44181148,0.556247532,audio_features,3qIxnOusGoTpHvNVMLHscw,spotify:track:3qIxnOusGoTpHvNVMLHscw,https://api.spotify.com/v1/tracks/3qIxnOusGoTpHvNVMLHscw,https://api.spotify.com/v1/audio-analysis/3qIxnOusGoTpHvNVMLHscw,0.046901798,0.75,Tropical: SL ,Who We Be,Rap,0,0,0,0,0,0,0,0,0,0,1,0,0.847,0.434,-12.466,0.275,0.76,8.89e-06,0.156,0.44,140.005,180062,4
1652,0.531776209,0.7653627009999999,0.9472832370000001,0,0.147058824,0.200801239,0.0,0.316524276,0.565034229,0.519052713,audio_features,34mBG3InWz7FNOeYAQjKjX,spotify:track:34mBG3InWz7FNOeYAQjKjX,https://api.spotify.com/v1/tracks/34mBG3InWz7FNOeYAQjKjX,https://api.spotify.com/v1/audio-analysis/34mBG3InWz7FNOeYAQjKjX,0.067490816,1.0,Nah: Sneakbo Not3s ,Who We Be,Rap,0,0,0,0,0,1,0,0,0,0,0,0,0.5489999999999999,0.7609999999999999,-3.688,0.128,0.2,0.0,0.325,0.557,134.164,216436,5
1654,0.77403585,0.615315673,0.876069364,0,0.211484594,0.180720868,3.53e-06,0.08314232099999999,0.48183254299999995,0.291458118,audio_features,0yk1KQ0zg7vmrAhvQSAQqr,spotify:track:0yk1KQ0zg7vmrAhvQSAQqr,https://api.spotify.com/v1/tracks/0yk1KQ0zg7vmrAhvQSAQqr,https://api.spotify.com/v1/audio-analysis/0yk1KQ0zg7vmrAhvQSAQqr,0.050163868,0.75,Ben' Ova: WSTRN ,Who We Be,Rap,0,0,0,0,0,1,0,0,0,0,0,0,0.772,0.612,-7.0760000000000005,0.174,0.18,3.47e-06,0.10099999999999999,0.478,98.42299999999999,185825,4
1656,0.5502444320000001,0.6787583759999999,0.90377299,0,0.362745098,0.134536015,0.0,0.170660554,0.349131122,0.093493295,audio_features,2eS9zqPQgYWs9mvYX7SXKH,spotify:track:2eS9zqPQgYWs9mvYX7SXKH,https://api.spotify.com/v1/tracks/2eS9zqPQgYWs9mvYX7SXKH,https://api.spotify.com/v1/audio-analysis/2eS9zqPQgYWs9mvYX7SXKH,0.076793629,1.0,Corner (feat. Maleek Berry): Yxng Bane Maleek Berry ,Who We Be,Rap,0,0,0,0,1,0,0,0,0,0,0,0,0.5660000000000001,0.675,-5.757999999999999,0.282,0.134,0.0,0.185,0.35200000000000004,67.335,232871,5
1658,0.824008691,0.617329727,0.860704151,0,0.253501401,0.06495753,0.0,0.144613461,0.625065824,0.333218711,audio_features,7pZhSqnQq6dQA5Hc9xxl9I,spotify:track:7pZhSqnQq6dQA5Hc9xxl9I,https://api.spotify.com/v1/tracks/7pZhSqnQq6dQA5Hc9xxl9I,https://api.spotify.com/v1/audio-analysis/7pZhSqnQq6dQA5Hc9xxl9I,0.077351741,0.75,Aladdin: Not3s ,Who We Be,Rap,0,0,0,0,0,0,0,0,0,1,0,0,0.818,0.614,-7.807,0.204,0.0647,0.0,0.16,0.614,104.98100000000001,233857,4
1660,0.801195003,0.342411346,0.820220704,0,0.490196078,0.11144358900000001,1.1e-06,0.184205043,0.42390732,0.721252181,audio_features,07W9fL0ee9LsqD9c3kNrdo,spotify:track:07W9fL0ee9LsqD9c3kNrdo,https://api.spotify.com/v1/tracks/07W9fL0ee9LsqD9c3kNrdo,https://api.spotify.com/v1/audio-analysis/07W9fL0ee9LsqD9c3kNrdo,0.07736476,0.75,Notice Me: Migos Post Malone ,Who We Be,Rap,0,0,0,0,0,1,0,0,0,0,0,0,0.797,0.341,-9.732999999999999,0.373,0.111,1.08e-06,0.198,0.423,165.917,233880,4
1662,0.898967952,0.66365297,0.8121282190000001,1,0.443977591,0.041061889,0.0,0.05438633,0.5934702470000001,0.556292108,audio_features,7nnNjqPkUPKk8FOCikJins,spotify:track:7nnNjqPkUPKk8FOCikJins,https://api.spotify.com/v1/tracks/7nnNjqPkUPKk8FOCikJins,https://api.spotify.com/v1/audio-analysis/7nnNjqPkUPKk8FOCikJins,0.054323105,0.75,New Freezer (feat. Kendrick Lamar): Rich The Kid Kendrick Lamar ,Who We Be,Rap,1,0,0,0,0,0,0,0,0,0,0,0,0.887,0.66,-10.118,0.34,0.0409,0.0,0.0734,0.584,140.012,193173,4
1664,0.824008691,0.5659713479999999,0.854629532,1,0.525210084,0.025399199,0.0,0.072619296,0.49025803100000004,0.63331805,audio_features,6J3YPOejivwLSjM2dru5Ad,spotify:track:6J3YPOejivwLSjM2dru5Ad,https://api.spotify.com/v1/tracks/6J3YPOejivwLSjM2dru5Ad,https://api.spotify.com/v1/audio-analysis/6J3YPOejivwLSjM2dru5Ad,0.064229879,0.75,Be Careful: Cardi B ,Who We Be,Rap,0,0,1,0,0,0,0,0,0,0,0,0,0.818,0.563,-8.096,0.39799999999999996,0.0253,0.0,0.0909,0.486,152.108,210675,4
1666,0.6664856060000001,0.840889729,0.904403573,0,0.41036414600000004,0.060037839,0.000659878,0.322775578,0.194312796,0.308867917,audio_features,3dQ5HBfKh8Vj17A3eQOIpt,spotify:track:3dQ5HBfKh8Vj17A3eQOIpt,https://api.spotify.com/v1/tracks/3dQ5HBfKh8Vj17A3eQOIpt,https://api.spotify.com/v1/audio-analysis/3dQ5HBfKh8Vj17A3eQOIpt,0.044325199,0.75,Game Changer: MIST ,Who We Be,Rap,0,1,0,0,0,0,0,0,0,0,0,0,0.6729999999999999,0.836,-5.728,0.316,0.0598,0.000648,0.331,0.205,101.15700000000001,175510,4
1668,0.8489951109999999,0.539788645,0.8523173940000001,1,0.324929972,0.031724516,0.0,0.100854345,0.7998946809999999,0.6465759879999999,audio_features,68NgLh3zEcu6Q568JGtYxS,spotify:track:68NgLh3zEcu6Q568JGtYxS,https://api.spotify.com/v1/tracks/68NgLh3zEcu6Q568JGtYxS,https://api.spotify.com/v1/audio-analysis/68NgLh3zEcu6Q568JGtYxS,0.060244415,1.0,Favourite Girl: D-Block Europe Young T & Bugsey Young Adz Dirtbike LB ,Who We Be,Rap,0,0,0,0,0,0,0,1,0,0,0,0,0.841,0.537,-8.206,0.255,0.0316,0.0,0.11800000000000001,0.78,154.19,203634,5
1670,0.434003259,0.558922159,0.84224908,1,0.20588235300000002,0.07037923,1.32e-06,0.08314232099999999,0.242759347,0.5723455470000001,audio_features,7EZGSypfLvvwdeCUBheCNH,spotify:track:7EZGSypfLvvwdeCUBheCNH,https://api.spotify.com/v1/tracks/7EZGSypfLvvwdeCUBheCNH,https://api.spotify.com/v1/audio-analysis/7EZGSypfLvvwdeCUBheCNH,0.069475341,0.75,The Shard: D-Block Europe ,Who We Be,Rap,0,1,0,0,0,0,0,0,0,0,0,0,0.45899999999999996,0.556,-8.685,0.17,0.0701,1.3e-06,0.10099999999999999,0.251,142.533,219942,4
1672,0.854426942,0.728102701,0.9208828170000001,0,0.204481793,0.66867388,2.48e-05,0.122733903,0.8262243290000001,0.301563953,audio_features,7lf4EmRnHtmyhBW7GjgUad,spotify:track:7lf4EmRnHtmyhBW7GjgUad,https://api.spotify.com/v1/tracks/7lf4EmRnHtmyhBW7GjgUad,https://api.spotify.com/v1/audio-analysis/7lf4EmRnHtmyhBW7GjgUad,0.065577046,0.75,Issa Vibe: Kida Kudz ,Who We Be,Rap,0,0,0,0,0,0,0,0,0,0,1,0,0.846,0.7240000000000001,-4.944,0.16899999999999998,0.6659999999999999,2.44e-05,0.139,0.805,100.01,213055,4
1674,0.744703965,0.649554592,0.877940095,0,0.20588235300000002,0.15762844199999998,0.0,0.33006876399999996,0.462875197,0.17409798899999998,audio_features,2u7mxWSeoqTXndK5e08jMp,spotify:track:2u7mxWSeoqTXndK5e08jMp,https://api.spotify.com/v1/tracks/2u7mxWSeoqTXndK5e08jMp,https://api.spotify.com/v1/audio-analysis/2u7mxWSeoqTXndK5e08jMp,0.060399509000000004,0.75,Nowadays (feat. Landon Cube): Lil Skies Landon Cube ,Who We Be,Rap,0,0,0,0,0,0,1,0,0,0,0,0,0.745,0.6459999999999999,-6.987,0.17,0.157,0.0,0.33799999999999997,0.46,79.993,203908,4
1676,0.760999457,0.888219999,0.902595901,1,0.183473389,0.00030375599999999997,1.4e-06,0.08314232099999999,0.390205371,0.335880488,audio_features,7JyrQSrINB3Hvdu8jfiE3M,spotify:track:7JyrQSrINB3Hvdu8jfiE3M,https://api.spotify.com/v1/tracks/7JyrQSrINB3Hvdu8jfiE3M,https://api.spotify.com/v1/audio-analysis/7JyrQSrINB3Hvdu8jfiE3M,0.043750672000000004,0.75,Flex: Lethal Bizzle ,Who We Be,Rap,0,0,1,0,0,0,0,0,0,0,0,0,0.76,0.883,-5.814,0.154,0.000305,1.37e-06,0.10099999999999999,0.391,105.399,174495,4
1678,0.6534492120000001,0.830819458,0.920126117,0,0.365546218,0.41867326299999996,0.0,0.199833299,0.64402317,0.331480279,audio_features,3xW4CIDbiPGhhBCsAGlGhQ,spotify:track:3xW4CIDbiPGhhBCsAGlGhQ,https://api.spotify.com/v1/tracks/3xW4CIDbiPGhhBCsAGlGhQ,https://api.spotify.com/v1/audio-analysis/3xW4CIDbiPGhhBCsAGlGhQ,0.041221054,0.75,Wish Me Well (feat. Jessie Ware): MIST Jessie Ware ,Who We Be,Rap,1,0,0,0,0,0,0,0,0,0,0,0,0.6609999999999999,0.826,-4.98,0.284,0.41700000000000004,0.0,0.213,0.632,104.708,170026,4
1680,0.8859315590000001,0.629414051,0.9103520759999999,1,0.1,0.313251316,0.0,0.388414253,0.192206424,0.511665966,audio_features,1bV1i79cuMpQVOaW882hlG,spotify:track:1bV1i79cuMpQVOaW882hlG,https://api.spotify.com/v1/tracks/1bV1i79cuMpQVOaW882hlG,https://api.spotify.com/v1/audio-analysis/1bV1i79cuMpQVOaW882hlG,0.06737987299999999,0.75,Maintain: Belly NAV ,Who We Be,Rap,0,0,1,0,0,0,0,0,0,0,0,0,0.875,0.626,-5.445,0.0944,0.312,0.0,0.39399999999999996,0.203,133.004,216240,4
1682,0.615426399,0.47131080700000005,0.801450342,1,0.058543417,0.07198566,0.001507128,0.125859554,0.22906793,0.42899807700000003,audio_features,1Ifgx433Kqb2FfYV4kQ2Mp,spotify:track:1Ifgx433Kqb2FfYV4kQ2Mp,https://api.spotify.com/v1/tracks/1Ifgx433Kqb2FfYV4kQ2Mp,https://api.spotify.com/v1/audio-analysis/1Ifgx433Kqb2FfYV4kQ2Mp,0.041274262,0.75,Hands: Octavian ,Who We Be,Rap,0,0,0,0,0,0,0,0,1,0,0,0,0.626,0.469,-10.626,0.0648,0.0717,0.00148,0.142,0.23800000000000002,120.022,170120,4
1684,0.46550787600000004,0.282996751,0.7073042559999999,1,0.01442577,0.333331687,6.159999999999999e-05,0.08730985599999999,0.528172722,0.185445561,audio_features,36e7JUxXMV4mO4ZJWjBuSa,spotify:track:36e7JUxXMV4mO4ZJWjBuSa,https://api.spotify.com/v1/tracks/36e7JUxXMV4mO4ZJWjBuSa,https://api.spotify.com/v1/audio-analysis/36e7JUxXMV4mO4ZJWjBuSa,0.09351152199999999,0.75,Last of My Kind: Jason Isbell and the 400 Unit ,Top Americana-Folk internacional de 2017 - MondoSonoro,Folk,0,0,0,0,0,0,0,0,0,1,0,0,0.488,0.282,-15.105,0.0333,0.332,6.05e-05,0.105,0.522,81.775,262406,4
1686,0.45681694700000003,0.724074593,0.8783394640000001,0,0.022969187999999998,0.001212393,0.0,0.06272140000000001,0.47761980000000004,0.467148079,audio_features,7KCzWiCGlxkmpx3wky7cRd,spotify:track:7KCzWiCGlxkmpx3wky7cRd,https://api.spotify.com/v1/tracks/7KCzWiCGlxkmpx3wky7cRd,https://api.spotify.com/v1/audio-analysis/7KCzWiCGlxkmpx3wky7cRd,0.088660587,0.75,All Who Wander: Old 97's ,Top Americana-Folk internacional de 2017 - MondoSonoro,Folk,0,0,0,0,0,0,0,1,0,0,0,0,0.48,0.72,-6.968,0.0394,0.00121,0.0,0.0814,0.474,126.01299999999999,253836,4
1688,0.67083107,0.299109184,0.779379926,0,0.037955182000000004,0.42068130000000004,0.081670061,0.090435507,0.559768299,0.576713916,audio_features,2KKBONcn6UBAH3paFgPkfZ,spotify:track:2KKBONcn6UBAH3paFgPkfZ,https://api.spotify.com/v1/tracks/2KKBONcn6UBAH3paFgPkfZ,https://api.spotify.com/v1/audio-analysis/2KKBONcn6UBAH3paFgPkfZ,0.090398886,0.75,Soothing: Laura Marling ,Top Americana-Folk internacional de 2017 - MondoSonoro,Folk,0,0,1,0,0,0,0,0,0,0,0,0,0.677,0.298,-11.675999999999998,0.0501,0.419,0.0802,0.10800000000000001,0.552,143.219,256907,4
1690,0.716458446,0.325291887,0.783541776,0,0.02464986,0.785140032,0.000822811,0.41550323,0.560821485,0.407309059,audio_features,2B32hvh4qkmkAVO8dAf2XU,spotify:track:2B32hvh4qkmkAVO8dAf2XU,https://api.spotify.com/v1/tracks/2B32hvh4qkmkAVO8dAf2XU,https://api.spotify.com/v1/audio-analysis/2B32hvh4qkmkAVO8dAf2XU,0.07162911,0.75,Pretty Little Troubles: Malcolm Holcombe ,Top Americana-Folk internacional de 2017 - MondoSonoro,Folk,0,0,0,0,0,0,0,0,1,0,0,0,0.7190000000000001,0.324,-11.478,0.0406,0.782,0.000808,0.42,0.5529999999999999,116.616,223747,4
1692,0.43617599100000004,0.37060810299999997,0.832538098,1,0.012464986,0.68975827,0.00010794299999999999,0.060637632999999996,0.38177988399999996,0.592926553,audio_features,76BshcT59ADyckxGhwXhNc,spotify:track:76BshcT59ADyckxGhwXhNc,https://api.spotify.com/v1/tracks/76BshcT59ADyckxGhwXhNc,https://api.spotify.com/v1/audio-analysis/76BshcT59ADyckxGhwXhNc,0.06700062799999999,0.75,Goose Snow Cone: Aimee Mann ,Top Americana-Folk internacional de 2017 - MondoSonoro,Folk,0,0,1,0,0,0,0,0,0,0,0,0,0.461,0.369,-9.147,0.0319,0.687,0.000106,0.0794,0.38299999999999995,145.765,215570,4
1694,0.579576317,0.273933508,0.801618497,1,0.01232493,0.8785137559999999,0.02413442,0.08730985599999999,0.236440232,0.39853411299999997,audio_features,13RYlucMOPR6Ug1jq8ntqv,spotify:track:13RYlucMOPR6Ug1jq8ntqv,https://api.spotify.com/v1/tracks/13RYlucMOPR6Ug1jq8ntqv,https://api.spotify.com/v1/audio-analysis/13RYlucMOPR6Ug1jq8ntqv,0.100300565,0.75,Eastern Light (feat. Sam Beam): Tift Merritt Sam Beam ,Top Americana-Folk internacional de 2017 - MondoSonoro,Folk,0,0,1,0,0,0,0,0,0,0,0,0,0.593,0.273,-10.618,0.0318,0.875,0.0237,0.105,0.245,115.238,274400,4
1696,0.556762629,0.831826485,0.885359958,1,0.015546218,0.0077284730000000005,0.0048778,0.238382996,0.72090574,0.556820642,audio_features,6Nv2hTywhuWzNO5ITkToLx,spotify:track:6Nv2hTywhuWzNO5ITkToLx,https://api.spotify.com/v1/tracks/6Nv2hTywhuWzNO5ITkToLx,https://api.spotify.com/v1/audio-analysis/6Nv2hTywhuWzNO5ITkToLx,0.080641546,0.75,Come Tumblin' Down: Colin Hay ,Top Americana-Folk internacional de 2017 - MondoSonoro,Folk,0,0,0,0,0,0,0,0,0,1,0,0,0.5720000000000001,0.8270000000000001,-6.6339999999999995,0.0341,0.0077,0.00479,0.25,0.705,140.095,239669,4
